year,month,day_of_week,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,hour
2022,january,saturday,serious,4,two-wheeler,3,5,hazy,national highway,under construction,dusk,police checkpost,103,29,male,expired,no,2
2021,november,friday,serious,1,two-wheeler,2,3,clear,national highway,wet,daylight,police checkpost,46,27,female,,no,14
2020,january,sunday,minor,4,two-wheeler,7,5,clear,national highway,under construction,dawn,signs,81,35,female,,yes,20
2021,november,friday,minor,3,two-wheeler,9,4,hazy,village road,damaged,daylight,,31,58,male,expired,no,9
2022,august,friday,minor,3,two-wheeler,9,0,clear,state highway,wet,daylight,signs,90,65,male,valid,yes,10
2018,july,friday,serious,5,cycle,3,0,hazy,state highway,damaged,dusk,signs,61,18,male,expired,yes,6
2022,august,monday,serious,3,auto-rickshaw,1,3,clear,urban road,under construction,dark,signs,66,54,male,valid,yes,23
2020,january,thursday,serious,3,bus,3,3,clear,national highway,dry,dark,police checkpost,44,56,female,expired,no,19
2022,november,wednesday,fatal,3,pedestrian,9,3,clear,village road,under construction,daylight,police checkpost,69,61,female,,yes,20
2022,march,thursday,serious,5,pedestrian,8,3,hazy,state highway,wet,daylight,,98,51,male,,no,3
2020,june,tuesday,serious,5,car,4,1,stormy,village road,damaged,dusk,,37,68,male,valid,no,1
2022,june,friday,fatal,4,auto-rickshaw,1,0,clear,village road,wet,dawn,signals,39,40,female,expired,yes,20
2019,may,friday,serious,3,two-wheeler,0,2,rainy,village road,under construction,dawn,,60,34,female,valid,yes,12
2019,october,monday,minor,5,two-wheeler,1,5,clear,urban road,damaged,daylight,,61,52,female,valid,no,18
2020,june,monday,fatal,3,cycle,0,5,stormy,national highway,under construction,dawn,signals,54,50,male,expired,yes,8
2020,january,friday,minor,5,pedestrian,8,1,rainy,national highway,damaged,dusk,police checkpost,82,61,female,,no,6
2018,september,friday,fatal,4,truck,5,0,stormy,state highway,wet,dusk,,76,26,male,expired,yes,8
2021,march,sunday,serious,3,bus,8,1,foggy,national highway,damaged,dawn,signals,116,24,male,valid,no,4
2021,february,friday,serious,2,two-wheeler,4,3,clear,national highway,dry,daylight,police checkpost,60,56,female,expired,no,22
2020,august,saturday,fatal,2,car,10,4,foggy,national highway,under construction,daylight,,103,51,male,expired,yes,6
2019,july,sunday,fatal,3,bus,0,2,clear,urban road,dry,daylight,,32,70,male,,yes,17
2021,december,friday,fatal,5,bus,7,4,stormy,national highway,wet,dark,signals,109,61,female,expired,yes,21
2019,november,wednesday,minor,1,cycle,3,1,stormy,urban road,damaged,dusk,police checkpost,62,62,male,,no,14
2019,january,thursday,serious,2,bus,5,3,hazy,village road,dry,dawn,signals,46,51,male,,yes,23
2020,july,wednesday,serious,2,two-wheeler,1,2,rainy,urban road,under construction,dusk,police checkpost,70,46,male,valid,no,12
2022,january,sunday,fatal,3,bus,0,2,stormy,village road,damaged,dawn,police checkpost,87,58,female,expired,yes,6
2021,october,wednesday,fatal,3,bus,5,4,clear,state highway,damaged,dusk,signals,67,51,female,expired,no,8
2022,february,tuesday,minor,5,car,9,1,hazy,village road,wet,dusk,,105,59,female,expired,yes,0
2019,february,tuesday,fatal,3,bus,4,5,foggy,urban road,dry,dark,,120,31,female,valid,yes,13
2022,october,tuesday,serious,1,cycle,5,3,hazy,national highway,wet,dusk,signs,112,20,male,expired,no,9
2021,may,sunday,minor,3,pedestrian,9,1,stormy,urban road,dry,dark,signs,54,19,male,,yes,4
2023,june,thursday,minor,2,pedestrian,1,3,clear,state highway,dry,dark,,40,41,female,expired,no,4
2020,december,saturday,fatal,2,cycle,8,4,stormy,urban road,wet,dawn,,40,23,male,expired,no,21
2021,july,monday,minor,5,two-wheeler,5,0,rainy,national highway,damaged,dark,signs,65,42,male,,no,0
2023,may,tuesday,serious,4,truck,7,0,foggy,village road,under construction,daylight,,103,70,female,expired,yes,0
2020,november,friday,fatal,2,pedestrian,1,1,stormy,national highway,under construction,dark,signs,32,70,male,,yes,13
2022,february,thursday,serious,5,cycle,8,1,clear,village road,damaged,dark,signals,37,25,male,valid,yes,14
2021,february,monday,fatal,4,two-wheeler,7,4,foggy,village road,dry,dark,,114,50,female,valid,yes,8
2018,december,saturday,serious,5,auto-rickshaw,3,3,clear,national highway,damaged,dusk,,72,37,male,valid,yes,3
2020,july,sunday,minor,5,cycle,8,5,stormy,national highway,dry,dark,signals,80,19,male,valid,yes,14
2023,may,tuesday,minor,5,two-wheeler,0,4,hazy,urban road,damaged,dark,signals,61,53,female,expired,no,13
2019,march,thursday,serious,1,car,6,0,hazy,state highway,dry,dawn,signs,90,69,female,valid,no,15
2023,february,saturday,fatal,1,bus,7,4,hazy,state highway,dry,daylight,signs,71,31,male,valid,yes,0
2023,august,sunday,fatal,2,truck,9,4,stormy,national highway,under construction,dark,,88,59,female,,no,14
2018,april,sunday,fatal,1,bus,0,2,foggy,state highway,dry,dusk,signals,68,32,male,valid,yes,6
2018,may,saturday,minor,1,two-wheeler,2,4,hazy,village road,damaged,dawn,signs,42,57,female,expired,no,7
2019,october,thursday,minor,2,cycle,4,5,clear,urban road,under construction,daylight,signs,58,18,female,,no,2
2018,september,thursday,serious,5,truck,3,5,foggy,state highway,under construction,daylight,,100,18,male,valid,no,18
2019,march,wednesday,serious,4,pedestrian,3,3,rainy,urban road,under construction,daylight,,111,31,female,,no,13
2023,march,sunday,fatal,1,cycle,2,4,foggy,state highway,wet,dusk,signals,89,58,male,,no,15
2022,march,sunday,minor,4,auto-rickshaw,8,2,foggy,national highway,dry,daylight,,61,35,male,,no,17
2019,september,thursday,minor,2,car,8,5,stormy,state highway,wet,dark,police checkpost,90,49,female,valid,no,9
2019,september,thursday,minor,3,pedestrian,8,0,hazy,national highway,wet,daylight,,99,29,male,expired,yes,0
2020,january,tuesday,serious,4,auto-rickshaw,5,4,hazy,urban road,dry,dark,,111,37,female,valid,yes,17
2023,january,friday,minor,1,bus,3,1,stormy,state highway,under construction,dusk,signs,98,56,female,valid,yes,0
2023,july,friday,minor,2,cycle,4,0,rainy,national highway,dry,dark,,37,67,male,,no,12
2021,january,wednesday,fatal,1,cycle,10,5,hazy,state highway,dry,dark,,67,45,male,,yes,15
2021,february,saturday,serious,5,pedestrian,3,1,foggy,urban road,dry,dark,signs,78,56,male,,no,10
2020,august,friday,serious,4,two-wheeler,8,4,rainy,national highway,wet,dark,police checkpost,73,70,male,expired,no,8
2020,march,wednesday,fatal,3,cycle,6,1,clear,state highway,under construction,dusk,police checkpost,41,24,female,,no,8
2019,february,tuesday,fatal,5,two-wheeler,0,1,foggy,village road,dry,daylight,,100,52,male,expired,no,17
2022,july,monday,fatal,3,bus,10,0,clear,state highway,dry,dark,signs,54,54,male,expired,no,19
2022,december,thursday,minor,5,cycle,5,1,clear,urban road,under construction,dark,signs,84,61,female,,no,2
2022,july,thursday,serious,4,truck,4,1,foggy,national highway,under construction,dawn,,103,58,female,,yes,14
2019,october,saturday,minor,3,pedestrian,8,5,rainy,urban road,wet,dusk,signs,103,62,female,expired,no,8
2019,september,saturday,serious,5,auto-rickshaw,10,4,rainy,urban road,dry,dusk,signals,97,28,male,valid,no,21
2023,september,saturday,fatal,1,bus,1,3,clear,national highway,under construction,daylight,police checkpost,60,48,male,valid,yes,23
2018,july,thursday,fatal,5,auto-rickshaw,1,0,foggy,national highway,damaged,dawn,,38,49,female,,no,12
2018,january,thursday,fatal,4,auto-rickshaw,0,2,foggy,state highway,under construction,dusk,signals,56,56,male,valid,no,14
2022,august,wednesday,fatal,2,two-wheeler,9,2,clear,urban road,under construction,daylight,,100,59,male,expired,no,14
2020,june,tuesday,fatal,2,two-wheeler,9,5,hazy,urban road,wet,dark,signs,79,22,female,expired,no,0
2020,june,tuesday,fatal,4,bus,0,4,stormy,village road,damaged,dark,police checkpost,104,18,female,,yes,9
2020,june,sunday,serious,1,auto-rickshaw,10,2,hazy,village road,wet,dusk,signals,40,60,female,expired,no,13
2018,december,sunday,fatal,4,car,2,5,hazy,village road,under construction,daylight,signs,49,49,male,valid,yes,11
2022,august,sunday,fatal,3,two-wheeler,10,4,stormy,urban road,damaged,dawn,signals,93,70,female,expired,yes,14
2022,january,sunday,minor,4,truck,10,1,hazy,national highway,damaged,daylight,,59,48,male,,no,1
2023,december,sunday,fatal,2,cycle,6,2,clear,urban road,damaged,daylight,police checkpost,46,49,female,expired,yes,15
2020,january,friday,serious,5,two-wheeler,9,2,clear,urban road,wet,daylight,signs,49,34,female,valid,yes,4
2018,january,tuesday,serious,4,pedestrian,4,5,rainy,state highway,dry,daylight,police checkpost,46,62,female,expired,yes,18
2019,april,sunday,serious,2,two-wheeler,0,2,rainy,state highway,under construction,daylight,police checkpost,109,21,male,valid,yes,21
2019,january,sunday,minor,3,auto-rickshaw,2,4,clear,village road,dry,dark,,96,53,male,,yes,20
2019,may,friday,serious,5,pedestrian,6,0,rainy,state highway,under construction,dawn,police checkpost,35,40,female,,yes,5
2023,january,tuesday,fatal,2,two-wheeler,6,1,clear,village road,under construction,dark,signals,95,21,female,,yes,8
2022,july,wednesday,fatal,5,pedestrian,10,0,stormy,state highway,damaged,daylight,signals,75,37,female,expired,yes,5
2021,february,wednesday,fatal,3,auto-rickshaw,9,1,rainy,national highway,damaged,dawn,signs,49,36,male,,no,23
2023,april,tuesday,fatal,2,cycle,7,1,rainy,village road,dry,dawn,signals,65,35,male,,yes,13
2018,december,tuesday,fatal,2,car,1,5,rainy,national highway,damaged,dusk,signs,101,45,male,expired,no,14
2022,april,saturday,serious,5,two-wheeler,7,2,stormy,state highway,under construction,dawn,police checkpost,106,54,male,valid,yes,8
2022,august,monday,minor,2,bus,3,1,foggy,urban road,under construction,dusk,,101,49,female,valid,yes,20
2019,july,saturday,serious,4,cycle,8,0,stormy,state highway,dry,dusk,signals,68,50,female,,yes,14
2020,june,friday,serious,5,bus,4,1,hazy,village road,under construction,dusk,,66,34,female,,no,13
2019,november,thursday,serious,2,car,10,2,rainy,national highway,damaged,dark,police checkpost,118,42,male,valid,yes,21
2020,february,saturday,fatal,4,truck,1,0,foggy,state highway,damaged,dusk,signals,71,20,female,valid,no,12
2021,march,saturday,serious,2,bus,6,4,hazy,village road,under construction,dark,signals,30,66,male,expired,no,3
2021,august,sunday,fatal,5,bus,3,3,hazy,urban road,wet,dawn,,32,60,female,,yes,7
2020,may,wednesday,serious,2,auto-rickshaw,2,5,clear,village road,wet,dusk,police checkpost,107,60,female,expired,no,16
2021,may,sunday,minor,1,cycle,0,2,foggy,state highway,damaged,dark,,112,37,female,valid,no,0
2023,january,saturday,serious,5,truck,10,0,clear,state highway,dry,daylight,signals,78,44,female,expired,no,13
2019,september,tuesday,fatal,1,cycle,5,3,rainy,village road,wet,dark,police checkpost,31,20,female,,yes,19
2020,october,friday,minor,3,bus,2,0,clear,urban road,under construction,dusk,signals,104,43,male,,yes,14
2021,may,friday,minor,5,truck,5,4,rainy,urban road,under construction,daylight,signals,72,22,male,,yes,14
2020,september,tuesday,fatal,1,cycle,8,5,rainy,national highway,under construction,daylight,police checkpost,107,20,female,expired,yes,17
2023,february,thursday,fatal,1,truck,6,3,foggy,state highway,under construction,daylight,,52,70,female,expired,no,22
2020,november,saturday,serious,4,two-wheeler,3,4,hazy,state highway,damaged,dusk,signals,57,51,male,,yes,20
2018,june,wednesday,serious,5,two-wheeler,5,2,foggy,national highway,dry,dawn,signs,105,26,female,,yes,1
2021,september,saturday,minor,4,auto-rickshaw,10,3,clear,village road,dry,dark,police checkpost,56,37,female,valid,yes,11
2019,april,wednesday,fatal,5,pedestrian,0,4,rainy,village road,damaged,daylight,,99,50,male,valid,no,2
2018,december,thursday,minor,4,bus,8,3,hazy,state highway,damaged,daylight,,48,47,male,,yes,0
2019,april,friday,minor,5,two-wheeler,5,3,rainy,urban road,damaged,dawn,signs,59,32,female,,yes,23
2018,september,friday,serious,3,truck,9,5,foggy,state highway,wet,dark,signs,51,45,female,valid,no,5
2019,december,saturday,minor,4,cycle,2,1,rainy,village road,under construction,dark,signals,115,48,male,expired,no,14
2019,february,monday,fatal,2,bus,8,5,stormy,national highway,dry,dark,signals,46,43,female,expired,no,13
2018,june,thursday,minor,2,auto-rickshaw,5,3,rainy,urban road,under construction,dusk,signs,69,64,male,valid,no,3
2022,november,wednesday,serious,4,two-wheeler,1,0,hazy,urban road,under construction,dark,signs,119,37,female,valid,yes,2
2019,july,wednesday,serious,5,auto-rickshaw,2,1,rainy,national highway,dry,daylight,signs,60,42,female,valid,no,6
2019,january,thursday,fatal,2,truck,4,1,hazy,national highway,wet,dark,signs,46,23,female,valid,no,17
2018,november,sunday,minor,1,auto-rickshaw,8,0,hazy,state highway,under construction,dawn,,103,47,male,expired,yes,15
2020,may,saturday,fatal,4,cycle,7,2,clear,state highway,wet,dawn,signs,75,55,female,,yes,20
2019,october,friday,serious,5,bus,1,4,stormy,urban road,dry,dark,signs,75,39,male,expired,no,12
2020,may,sunday,serious,3,car,10,4,rainy,national highway,damaged,dark,,56,39,female,,yes,14
2020,february,tuesday,minor,3,pedestrian,9,3,stormy,urban road,dry,dusk,,57,59,male,,yes,18
2018,january,friday,fatal,5,pedestrian,9,5,foggy,state highway,damaged,dark,,45,52,female,expired,yes,13
2018,august,sunday,minor,4,auto-rickshaw,3,0,foggy,national highway,damaged,dark,police checkpost,88,69,female,valid,yes,10
2020,april,monday,serious,1,cycle,10,4,rainy,village road,dry,dark,signs,114,42,male,,yes,2
2023,july,wednesday,minor,1,two-wheeler,7,1,foggy,urban road,damaged,dusk,signals,32,19,female,valid,no,10
2019,november,friday,serious,3,car,0,5,rainy,urban road,under construction,dusk,signals,105,39,male,,no,11
2020,october,tuesday,fatal,5,two-wheeler,7,1,stormy,national highway,dry,dark,signs,112,21,male,expired,no,23
2023,december,wednesday,minor,2,two-wheeler,9,5,rainy,village road,damaged,dark,signs,102,45,female,valid,yes,10
2021,june,monday,fatal,1,cycle,10,2,stormy,village road,dry,dusk,police checkpost,87,27,male,expired,no,20
2023,march,monday,fatal,3,bus,9,3,rainy,national highway,under construction,dawn,,71,42,female,valid,yes,12
2019,march,thursday,fatal,3,truck,3,5,stormy,national highway,dry,dark,signs,47,20,male,valid,yes,22
2018,december,thursday,serious,2,pedestrian,5,0,rainy,village road,under construction,dark,,39,38,male,,no,22
2023,august,sunday,minor,4,bus,10,1,foggy,urban road,wet,daylight,signs,37,33,female,expired,yes,9
2021,may,saturday,minor,1,cycle,3,0,clear,state highway,dry,daylight,police checkpost,86,23,male,valid,no,15
2023,march,saturday,minor,4,truck,6,2,clear,national highway,wet,dusk,signs,65,40,female,valid,yes,1
2021,june,tuesday,serious,3,two-wheeler,7,5,hazy,village road,under construction,daylight,signs,95,24,female,,no,15
2023,february,friday,fatal,5,cycle,7,5,hazy,state highway,wet,daylight,police checkpost,42,55,female,valid,yes,13
2020,september,monday,fatal,1,pedestrian,7,5,rainy,state highway,under construction,dawn,police checkpost,76,18,female,,yes,17
2023,december,monday,serious,5,pedestrian,2,0,hazy,state highway,under construction,dark,police checkpost,38,66,male,valid,no,15
2023,june,saturday,serious,5,auto-rickshaw,0,5,hazy,national highway,wet,daylight,signals,37,50,female,valid,no,9
2023,may,thursday,fatal,3,auto-rickshaw,8,3,stormy,national highway,wet,dawn,police checkpost,36,56,male,valid,no,7
2019,may,saturday,serious,1,bus,10,3,rainy,urban road,damaged,dusk,,104,53,female,valid,no,19
2021,may,saturday,serious,1,two-wheeler,4,1,clear,state highway,under construction,daylight,signs,34,19,female,,yes,21
2018,july,friday,minor,1,bus,2,5,clear,village road,under construction,dusk,police checkpost,69,31,female,valid,no,6
2019,april,sunday,serious,3,car,2,4,hazy,state highway,damaged,daylight,signs,105,42,male,,no,16
2020,september,thursday,minor,5,truck,0,3,foggy,urban road,dry,dark,signs,80,51,female,,yes,22
2019,march,sunday,fatal,2,bus,8,0,rainy,state highway,wet,daylight,signs,71,31,male,valid,yes,7
2019,october,wednesday,serious,5,two-wheeler,6,5,clear,state highway,under construction,dusk,,64,29,male,expired,no,2
2022,april,tuesday,minor,4,bus,3,2,stormy,national highway,damaged,daylight,signs,115,70,male,,no,8
2019,june,monday,minor,3,car,3,0,stormy,state highway,dry,dusk,signals,37,58,female,,no,16
2023,september,thursday,minor,3,bus,0,1,foggy,state highway,damaged,dawn,,64,19,male,,no,14
2019,november,wednesday,serious,4,cycle,4,3,foggy,state highway,under construction,daylight,,117,36,female,,yes,5
2021,september,sunday,serious,1,bus,10,5,hazy,national highway,dry,daylight,,115,26,male,valid,yes,18
2020,may,friday,serious,4,bus,5,4,clear,urban road,damaged,dawn,signs,110,26,female,valid,no,3
2020,april,tuesday,fatal,1,two-wheeler,4,3,hazy,urban road,under construction,dark,signals,36,20,female,,no,5
2021,may,monday,minor,2,pedestrian,9,4,clear,village road,under construction,dusk,signs,49,50,male,expired,yes,15
2021,april,sunday,fatal,5,bus,4,4,foggy,urban road,wet,dark,signs,70,46,male,valid,no,20
2022,september,tuesday,fatal,3,bus,8,2,clear,urban road,damaged,daylight,signs,101,24,female,,yes,14
2022,july,sunday,serious,5,auto-rickshaw,10,1,rainy,urban road,dry,daylight,,55,31,female,,yes,10
2022,april,thursday,fatal,4,cycle,4,5,hazy,state highway,dry,dawn,,32,61,male,,yes,5
